,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,time_from_start
0,-1.2025721708880823,-1.8203676382647913,-1.8945840040790003,-2.5838573614703577,-1.1873796621905726,1.8911380767822266,0.0
1,-1.2025066611792188,-1.8203350610778897,-1.894542468602979,-2.583959589542365,-1.1874153413399373,1.8961380767822265,1.25
2,-1.2023101320526286,-1.8202373295171852,-1.8944178621749153,-2.584266273758387,-1.1875223787880311,1.9111380767822266,2.5
3,-1.201982583508311,-1.8200744435826777,-1.8942101847948094,-2.5847774141184234,-1.1877007745348545,1.9361380767822265,3.75
4,-1.201524015546267,-1.8198464032743673,-1.8939194364626608,-2.5854930106224745,-1.187950528580407,1.9711380767822266,5.0
5,-1.200934759995342,-1.819551755876204,-1.8935507340466717,-2.586390835805531,-1.1882750870954464,2.0161380543080623,6.25
6,-1.2002156487625906,-1.8191868542888412,-1.893116921151365,-2.587415096332194,-1.1886831011611676,2.071138032587199,7.5
7,-1.1993673417552402,-1.8187488064650879,-1.8926281828829996,-2.5885215477768426,-1.1891814309718143,2.136138014386947,8.75
8,-1.1983895130698803,-1.8182342126137176,-1.892096543951416,-2.5896574080831556,-1.1897689383033905,2.211137976782351,10.0
9,-1.1972807779584662,-1.8176391082907082,-1.8915360708580122,-2.590760436002938,-1.1904359109336058,2.296137939598893,11.25
10,-1.1960393970779717,-1.8169592514759527,-1.8909620201753095,-2.591762793040431,-1.1911698087494527,2.391137893775702,12.5
11,-1.194661500441038,-1.816190146165003,-1.8903909186810468,-2.592589719954592,-1.1919404291035782,2.4961378439074133,13.75
12,-1.193141458837726,-1.8153275884195934,-1.8898390113543844,-2.593166011594672,-1.1927027646888444,2.6111377798266044,15.0
13,-1.1914722530517257,-1.8143674938473566,-1.8893227175295868,-2.5934143237184983,-1.1934001568677353,2.736137702510797,16.25
14,-1.1896449540423284,-1.8133076837757796,-1.8888560099407083,-2.5932661077859365,-1.1939490346617276,2.8710487052599123,17.5
15,-1.1878102613365442,-1.8122414612384339,-1.8884782826097428,-2.592730781109953,-1.194235349156802,3.004162805095271,18.75
16,-1.1860809594112425,-1.8112407600512503,-1.8881922897401795,-2.5919285112466177,-1.1942360973333663,3.1272769096531006,20.0
17,-1.184461882167677,-1.8103117961325903,-1.8879753583397667,-2.5909609801039046,-1.1939885684224976,3.2403910155535174,21.25
18,-1.1829586194179083,-1.8094595564691744,-1.8878085851132802,-2.589914500625831,-1.1935369317721651,3.3435051209830613,22.5
19,-1.1815774420578613,-1.8086878416577687,-1.8876766951719541,-2.5888605537044818,-1.1929315620544756,3.4366192241200513,23.75
20,-1.1803251123512766,-1.807998276039762,-1.8875711199036298,-2.5878435015882832,-1.1922282013464738,3.519733324651015,25.0
21,-1.1792077474927636,-1.8073926828690727,-1.8874830365727409,-2.586907635478809,-1.19147697840949,3.592847422174213,26.25
22,-1.1782313029827574,-1.8068709194184325,-1.8874098806155044,-2.58607160396932,-1.1907279559595167,3.655961516662579,27.5
23,-1.1774009528423228,-1.806433240310576,-1.887348263091525,-2.5853561819399484,-1.1900243225020901,3.7090756080353753,28.75
24,-1.1767211140333176,-1.8060792120066915,-1.8872973077228654,-2.5847710522257383,-1.189403430040457,3.7521896968597743,30.0
25,-1.1761954164934005,-1.8058080568887223,-1.8872575998516954,-2.5843189600640972,-1.1888962875690652,3.7853037834248227,31.25
26,-1.1758266484326683,-1.805619177653739,-1.8872295890885205,-2.584002014113071,-1.1885267135944915,3.808417868187356,32.5
27,-1.1756168787983616,-1.805512131082851,-1.8872136090596758,-2.583821779069085,-1.1883123822599395,3.821531951459686,33.75
28,-1.1747234447042891,-1.8050562848744496,-1.887145554931204,-2.5830541125454554,-1.1873988816140284,3.824796274719706,35.0
29,-1.1744362962579946,-1.8049097788840416,-1.887123684396571,-2.5828073810345717,-1.187105283830705,3.818437613259076,36.25
30,-1.1744362965958766,-1.8049097841771669,-1.8871236887376583,-2.5828073712627786,-1.187105284229252,3.8021726056997567,37.5
31,-1.174436297141494,-1.8049097927245938,-1.8871236957477187,-2.5828073554831223,-1.1871052848728325,3.7759075981404377,38.75
32,-1.174436297898174,-1.8049098045256942,-1.8871237054280057,-2.5828073336928896,-1.1871052857893414,3.7396425956150816,40.0
33,-1.1744362988712056,-1.8049098195794684,-1.8871237177805125,-2.5828073058877647,-1.1871052870231227,3.6933776033345396,41.25
34,-1.1744363000545543,-1.8049098378870576,-1.8871237328029657,-2.5828072720726682,-1.1871052885235809,3.6371126110539973,42.5
35,-1.1744363063971164,-1.8049098572912772,-1.8871237520292268,-2.5828072333223093,-1.1871052952117453,3.570847628156089,43.75
36,-1.174436317707743,-1.804909877875448,-1.8871237754000518,-2.5828071895951767,-1.1871053068975443,3.4945826522870953,45.0
37,-1.174436330501428,-1.8049099011590537,-1.887123801833996,-2.58280714013975,-1.187105320115446,3.408317681981258,46.25
38,-1.1744363462994631,-1.8049099264794097,-1.8871238311641023,-2.5828070858041565,-1.1871053363756665,3.3120527158324684,47.5
39,-1.1744363754435405,-1.804909949332379,-1.887123862252835,-2.582807032364311,-1.1871053659443207,3.205787759532888,48.75
40,-1.174436407330172,-1.804909974335919,-1.8871238962671522,-2.582806973895499,-1.1871053982952544,3.0895228094437472,50.0
41,-1.1744364497710267,-1.804909996049453,-1.887123930379085,-2.582806918766248,-1.187105441171167,2.963257866780519,51.25
42,-1.1744365012840265,-1.8049100155052118,-1.887123965125176,-2.5828068653888248,-1.187105493103155,2.8269929301392516,52.5
43,-1.174436561859082,-1.8049100303349954,-1.8871239982166998,-2.5828068184138298,-1.1871055540434445,2.680727995826488,53.75
44,-1.1744366318968273,-1.8049100394835378,-1.8871240287595132,-2.5828067797936236,-1.187105624376818,2.5254977745181373,55.0
45,-1.1744367028535148,-1.804910040190732,-1.8871240514412009,-2.5828067574653195,-1.1871056954973922,2.375666225024732,56.25
46,-1.174436771061147,-1.804910036040125,-1.8871240685827169,-2.5828067454800037,-1.1871057637860427,2.2358346755313163,57.5
47,-1.1744368341698435,-1.804910025657577,-1.8871240781294527,-2.582806747227416,-1.1871058268660672,2.1060031260378946,58.75
48,-1.174436892271935,-1.8049100117695307,-1.88712408274109,-2.582806757330652,-1.187105884873183,1.9861715765444672,60.0
49,-1.1744369446901872,-1.8049099975200213,-1.8871240852417002,-2.5828067698205457,-1.187105937178503,1.8763400270510369,61.25
50,-1.1744369888820323,-1.8049099782804214,-1.8871240803763092,-2.5828067945294526,-1.1871059811606663,1.7765084775576039,62.5
51,-1.1744370286472376,-1.804909960968032,-1.8871240759982735,-2.582806816763301,-1.1871060207371935,1.686676928064157,63.75
52,-1.174437063698088,-1.8049099453572448,-1.8871240718006832,-2.5828068370496666,-1.1871060556161765,1.6068453785707089,65.0
53,-1.174437089158764,-1.8049099276248013,-1.8871240625823575,-2.582806864329254,-1.1871060808507405,1.5370138290772606,66.25
54,-1.1744371109734264,-1.8049099124316743,-1.887124054684112,-2.5828068877023576,-1.187106102471671,1.4771822795838108,67.5
55,-1.1744371291420763,-1.8049098997778668,-1.8871240481059437,-2.5828069071689774,-1.187106120478969,1.4273507300903665,68.75
56,-1.1744371436647132,-1.8049098896633762,-1.887124042847856,-2.5828069227291124,-1.187106134872633,1.3875191805969198,70.0
57,-1.1744371545413363,-1.804909882088202,-1.8871240389098491,-2.582806934382762,-1.1871061456526633,1.3576876311034722,71.25
58,-1.174437161771946,-1.804909877052344,-1.8871240362919237,-2.5828069421299267,-1.1871061528190594,1.3378560816100258,72.5
59,-1.1746957904828421,-1.8055571165750692,-1.8862790599769759,-2.5830065689258253,-1.1873644219967245,1.327389976240471,73.75
60,-1.1763017327350416,-1.809576191938644,-1.8810321544565145,-2.584246135032295,-1.1889681320477052,1.325358866036499,75.0
61,-1.1771428383183618,-1.8116811751858781,-1.8782841007650701,-2.5848953551879794,-1.1898080706246752,1.3326510676755423,76.25
62,-1.1771428332520943,-1.8116811797307366,-1.8782841009009656,-2.5848953572976905,-1.1898080702437206,1.3484225414297746,77.5
63,-1.177142824973529,-1.8116811871572902,-1.8782841011230267,-2.584895360745076,-1.1898080696212192,1.3741940151840077,78.75
64,-1.1771428134826651,-1.8116811974655391,-1.8782841014312535,-2.5848953655301363,-1.1898080687571713,1.4099654889382394,80.0
65,-1.1771427987795036,-1.8116812106554836,-1.878284101825645,-2.584895371652872,-1.1898080676515768,1.4557369626924708,81.25
66,-1.1771427813519684,-1.8116812263800401,-1.878284103324225,-2.5848953753264543,-1.1898080704634495,1.5115084317780207,82.5
67,-1.1771427609568583,-1.811681244812209,-1.8782841054195705,-2.5848953784383877,-1.1898080751197733,1.5772798995014523,83.75
68,-1.177142732013074,-1.8116812622044287,-1.8782841087270468,-2.584895368862065,-1.1898080594872569,1.6530513582915352,85.0
69,-1.1771426944333516,-1.8116812784951508,-1.878284113260967,-2.5848953463866624,-1.1898080232295691,1.738822809692548,86.25
70,-1.1771426524416702,-1.8116812966673959,-1.8782841183888828,-2.5848953210029695,-1.189807982491021,1.8345942509801607,87.5
71,-1.1771426041386508,-1.8116813134252927,-1.8782841199970641,-2.584895300947025,-1.189807934980157,1.940365685602563,88.75
