,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,time_from_start
0,-1.5903390452160522,-2.529463370027469,-1.0283177136601205,-0.15804951971793904,2.379313700522401,2.577926913879784,0.0
1,-1.5896602608037367,-2.5271335747590045,-1.0325311496389102,-0.15662538147975247,2.3759586508273367,2.5729269138797837,1.25
2,-1.58762390756679,-2.520144188953611,-1.045171457575279,-0.15235296676519272,2.3658935017421436,2.557926913879784,2.5
3,-1.5842299855052122,-2.508495212611289,-1.0662386374692274,-0.14523227557425983,2.3491182532668224,2.532926913879784,3.75
4,-1.5794782948811266,-2.492186799350613,-1.095732487462582,-0.13526256650522783,2.3256322832782654,2.4979269156894963,5.0
5,-1.5731578117474603,-2.4713805659051395,-1.1334409151151936,-0.12166080731735418,2.2947780192473433,2.4529276341474757,6.25
6,-1.5648827818341062,-2.4463717637634117,-1.1789765321592112,-0.10299567718897151,2.255353329970019,2.3979300498132488,7.5
7,-1.5543237965316794,-2.4174531084674875,-1.2319541300988868,-0.07805058619119754,2.206397618337349,2.332977468406254,8.75
8,-1.5411410735957267,-2.3851999827765216,-1.2916727108285615,-0.04569593575920505,2.1475622605790785,2.2582826351249485,10.0
9,-1.5250251388059217,-2.3504870295512053,-1.3569077406383576,-0.004813580252538419,2.0787444762770293,2.174538782581796,11.25
10,-1.505580796576003,-2.31413677036932,-1.4267176100944352,0.045676171831649626,2.0000888950773237,2.081605657227936,12.5
11,-1.4826584603009958,-2.2774688000332923,-1.4992736568827445,0.10614248547577976,1.9129871600648491,1.9800684455714086,13.75
12,-1.4562282550444823,-2.241832528985748,-1.5726913732173033,0.17660428876934375,1.8194296730432398,1.8702831470122379,15.0
13,-1.426310647606043,-2.208406812036762,-1.6453568679506536,0.25701188534542485,1.7216516423330768,1.751935347440639,16.25
14,-1.3952078096548013,-2.1799938050912324,-1.7114748542645082,0.34128078882805934,1.628455164859506,1.6325954929292914,17.5
15,-1.3648169596372386,-2.15739606898023,-1.7684336336326811,0.42437136474824144,1.5452399204892409,1.517523299027948,18.75
