,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,time_from_start
0,-1.3787373409512256,-2.1869560522590983,-1.8360157469361,0.7609968729636007,1.8681831666240707,-0.39818277549494013,0.0
1,-1.3780484168172575,-2.186736638540944,-1.8366525854435536,0.762940270989673,1.86600208713794,-0.39318277549494013,1.25
2,-1.375981644415353,-2.1860783973864804,-1.838563100965914,0.7687704650678899,1.8594588486795474,-0.37818277549494017,2.5
3,-1.3725370237455123,-2.1849813287957085,-1.841747293503182,0.7784874551982512,1.8485534512488937,-0.35318277549494015,3.75
4,-1.3677145329198848,-2.1834454148362274,-1.8462051784452895,0.7920911747739937,1.8332857996267409,-0.31818277608696294,5.0
5,-1.3614037357955278,-2.181380358261373,-1.8520144865826607,0.8092476815111979,1.813175890072477,-0.2731831243027691,6.25
6,-1.3533962913637723,-2.1786158228063717,-1.859321864679893,0.8293271255496145,1.787318210195135,-0.21818429841138542,7.5
7,-1.3435117814142592,-2.1750039723444514,-1.8682537375316057,0.8517781948531571,1.7549324178707553,-0.1531866804224825,8.75
8,-1.331556958677242,-2.170374167173459,-1.8789244045663394,0.8757912801762215,1.7153240011554323,-0.07819048710933735,10.0
9,-1.3172900467058548,-2.1645135511272167,-1.891479604507367,0.9003793962864282,1.6675982154679245,0.006803842460424647,11.25
10,-1.3005160981984598,-2.157209360335261,-1.905992749752017,0.9242503071104546,1.6112072999025133,0.10179614744821408,12.5
11,-1.2814785221035205,-2.148429056771332,-1.9221638341208043,0.9454664622660582,1.5471210513898543,0.20451266480440988,13.75
12,-1.2630944261965074,-2.1394840284227237,-1.9375054566892547,0.9605952480205273,1.48543470501445,0.2999637446438235,15.0
13,-1.2462355007599915,-2.130877716084288,-1.9513800812431288,0.9701845642747102,1.4292349109013625,0.3854120151507593,16.25
14,-1.2311284513633034,-2.1228332031864086,-1.963687034948918,0.9754661105934854,1.3792569948090194,0.46085911420045295,17.5
15,-1.2179626422824386,-2.115544717182235,-1.9743508833956864,0.9775601257937598,1.3360886680505604,0.5263064814268096,18.75
16,-1.2067955285609768,-2.109154460647984,-1.9833654592486492,0.9775363538406359,1.299776490815343,0.5817538397804118,20.0
17,-1.1976911755890347,-2.1037829177955945,-1.9907203331468537,0.9762673034102962,1.270427727143041,0.6272017083325514,21.25
18,-1.1906223151270663,-2.099510532365461,-1.9964351442297497,0.9744996966118078,1.247802293484577,0.6626500533366169,22.5
19,-1.1855646839184746,-2.0963994542928233,-2.00052626845556,0.9728178784499029,1.2317004729510954,0.6880987213582539,23.75
20,-1.182258662821205,-2.0943553589130404,-2.0032009431807842,0.9716380191412112,1.2211918544749132,0.7035577646329085,25.0
21,-1.1782713161301646,-2.091889957961168,-2.0064267037223624,0.9702149437830383,1.2085177136617358,0.7090412891410959,26.25
22,-1.1742109649352437,-2.0893793829221563,-2.009711426681561,0.9687657647606274,1.1956116440361382,0.7045269477572496,27.5
23,-1.1718041136214337,-2.0878911543047534,-2.0116584056639946,0.9679066847244299,1.187961452452146,0.691177200411829,28.75
24,-1.1716731443466635,-2.087810111533973,-2.0117641809039015,0.9678598537108141,1.1875453780757839,0.6729647486807868,30.0
25,-1.171673231997028,-2.0878100694354993,-2.011763839543767,0.9678597513392226,1.18754599437831,0.6451453262275303,31.25
26,-1.171673353131109,-2.0878100032990905,-2.0117633835186037,0.9678595757249643,1.1875468487198333,0.6073259070950524,32.5
27,-1.1716735156991254,-2.087809877310667,-2.011762845165629,0.9678591803003468,1.1875480074676479,0.5595065020719296,33.75
28,-1.1716737122633858,-2.087809724975528,-2.0117621942322126,0.9678587021844836,1.1875494085329514,0.5016870970488063,35.0
29,-1.1716738187072024,-2.087809658145731,-2.0117618754941113,0.9678584505727488,1.187550133701652,0.4338676964818434,36.25
30,-1.171673833027526,-2.0878096786263924,-2.011761896129313,0.9678584304550728,1.1875501681552079,0.3560482994836515,37.5
31,-1.1716738478735267,-2.0878097010652827,-2.0117619198594747,0.9678584043090002,1.1875501960370973,0.2682289116577874,38.75
32,-1.1716738655720724,-2.08780972789874,-2.0117619437764547,0.9678583866141952,1.187550221563488,0.1704095299139444,40.0
33,-1.171673894838932,-2.087809769255332,-2.0117619552755164,0.9678584383659791,1.1875502482314801,0.06259015805651902,41.25
34,-1.1716739268056562,-2.087809814603728,-2.011761967702419,0.967858495565726,1.1875502772516056,-0.055229204797696975,42.5
35,-1.17167397053886,-2.0878098549765545,-2.01176198184735,0.9678585496311196,1.187550320089811,-0.18304855984918983,43.75
36,-1.1716740227343148,-2.0878098935809506,-2.0117619974837275,0.967858603410032,1.187550372630021,-0.32086790669930465,45.0
37,-1.1716740848663014,-2.087809924191326,-2.0117620141527777,0.9678586500619661,1.1875504350602668,-0.46868724504375087,46.25
38,-1.1716741552597179,-2.087809947904291,-2.011762031649,0.9678586905030866,1.1875505057006137,-0.6245581328355925,47.5
39,-1.1716742263069153,-2.0878099560614682,-2.011762047280765,0.9678587135506451,1.1875505768702999,-0.7735492246241543,48.75
40,-1.1716742941219676,-2.0878099577437306,-2.0117620614171,0.9678587286748699,1.187550644753215,-0.9125403164127126,50.0
41,-1.171674356780419,-2.0878099471784166,-2.011762072921383,0.9678587289980924,1.187550707380203,-1.041531408201244,51.25
42,-1.171674414453311,-2.0878099318396184,-2.0117620827889926,0.9678587229721141,1.18755076498052,-1.16052249998978,52.5
