q1,q2,q3,q4,q5,q6
-4.82458994502917,4.947835336158403,1.8913030254851146,5.724312260696006,1.4482482008906394,-2.381766866036061
-1.1716738173829926,-2.08780959051999,-2.0117619163952227,0.9678582222062773,1.1875501647071474,0.47246602375488816
5.111511447373929,4.195375585976377,-2.0117619423197834,-5.315326929035486,-5.095635098979213,0.18686602493982904
5.108752270405141,4.4782830404441745,-1.8871316785945798,-2.5828058324434156,5.096084806460531,-3.244658818660498
5.108749688627888,4.478282458536393,-1.8871306601426285,-2.5828074413760276,-1.1871046174473896,-3.5302540337952326
1.4617487209839366,5.230511778742352,2.017289819574561,-4.112212284077035,-1.4477298413861004,5.612595765382108
5.108748144889709,4.478275077791339,-1.8871244798880884,-2.582806138190367,-1.1871061546363826,2.1817310364267635
1.458596418765194,-1.3353516024063312,1.8912964303782154,-0.5588647269902484,-4.83493595861411,-4.380966898229891
-1.1744362385334655,4.478275601269396,-1.8871252894328991,3.700379483598736,-1.1871052321236972,-4.672654340015464
5.108795164807299,-2.0925908266387716,-2.002471776551307,-5.319838336466877,1.1902613541433076,-1.8123672888344478
1.4625998051682394,-1.0478922298275821,2.007996579888146,2.1754831896933324,4.834586508474543,-1.2418487713464899
1.4625929379528062,-1.0478892791130803,2.0080091826887196,-4.107718264866057,4.834593739259213,-0.09944899581664118
-1.17438698999217,4.19059521325031,-2.0024690965029865,-5.3198416810257445,-5.092927108201082,0.18683258060985145
-1.1771423095032287,4.471509364480709,-1.878287657973258,-2.5848971143069988,-1.1898076486104334,3.6097063490923027
1.4594604422018105,4.954614716019113,1.882454408199842,5.726380579133804,1.4491253458762976,-2.3818127214379037
-4.820584923865366,-1.0478929558548291,2.0079964701034196,-4.107701287378065,4.834585924119122,-5.240234084709222
5.106123468120086,4.185806287966832,-1.9931514224709057,-5.324372587567819,-5.09025751859506,-5.239586582925033
-1.1798098519603923,-1.8184397076927146,-1.8694072230379317,3.696152217452317,-1.192471635119244,3.6096807632128467
-1.1770619919225915,4.185805703706156,-1.9931512185696154,-5.324371966055993,-5.090257363668115,0.1867983094787852
-4.822873066020608,-1.321801181937299,1.8735753765469922,-0.5546961192373032,-4.833196070931596,3.044527007932418
-1.1798100456771423,-1.8184398716983579,-1.8694074281822943,-2.5870328987886193,-1.1924715350752533,-3.5303041118005583
5.10337515568718,4.464745539386078,-1.8694075815807716,3.6961524557104117,5.0907136655061125,-3.8159041099999698
-1.1770609362044429,4.185806978999933,-1.9931535022916709,0.9588140832750257,1.1929268941887647,-0.9556012503193008
5.103374934573282,4.464745878754893,-1.8694078934877205,3.6961524229994214,5.090713443834341,-4.387104106049904
-1.1798113255428302,-1.8184395883434414,-1.869407990966729,3.6961526820458195,5.09071249347175,1.3248811781854157
-4.818923560532716,5.244877809612127,1.9893479984581928,2.1845432844814843,4.832888616965702,-1.8131644586780968
-1.1824419441698528,-1.8251856165483433,-1.8604942840664884,3.693965981525351,5.08808589389568,1.61045539434161
5.100744048594241,-1.8251867362528316,-1.860493488002616,-2.5892190515938465,5.088086578715059,1.8960555324167252
5.100744311994127,4.457998714687304,-1.8604935680139065,-2.5892191102563245,5.088086841450733,2.4672555265317104
-1.18244090126503,-1.825186772952872,-1.8604933877588015,-2.5892190356311406,-1.195098577093495,-3.5303300375125146
5.10348449052595,4.181007227692136,-1.9838088560813096,0.9542671491409526,1.1955613999763695,0.18676452707101962
1.4642703986484136,-1.0383156078690885,1.9893438423246583,-4.098629513506845,-1.4503054609797335,-5.811552303658258
-4.818915536381315,5.2448825880861305,1.9893366728358248,-4.098635239126116,-1.4503048289248315,-5.525952245783248
-4.818915772515956,-1.0383029902164544,1.98933694769782,-4.098635217899071,4.832880690095198,1.0428328652845356
-4.818098196441995,-1.0334938725148457,1.9799682902608713,-4.094077438758085,-1.4511404170929536,0.7571741427831878
-1.1850351457421227,-1.831922227346499,-1.8515416355281125,3.691731223695378,-1.1976884135693087,-2.6735559335080707
5.098149875163074,4.451262900862998,-1.8515419669972053,-2.591453437412128,5.085497062249643,-3.815956360387682
-1.1822980369008567,-2.1069815577717472,-1.9744457052608542,0.9497054090999979,-5.085032172094754,5.327515453563039
-1.1850359648750695,4.451263073398297,-1.8515419962338642,3.6917318234759438,5.085496239838002,1.3248289388136651
1.4658924663383344,-1.0286749628710752,1.9705736313787043,-4.089503396999824,-1.4519641066330926,-1.8132847021690273
-1.1848677446431573,-2.111803644694269,-1.9650433776742888,-5.338061857781968,1.2007172319694606,-1.526905026867288
-1.1875946266344228,-1.8386477930217326,-1.8425522431382457,3.689449090860544,-1.200243488840156,2.1816027556556428
1.462796867646485,4.981611542255826,1.8467214327340127,-0.5480723199324774,1.4525121769602645,-3.80999436176294
1.465892845016824,-1.028674919052084,1.9705736741015996,-4.089503492770897,-1.4519644871362938,-0.3852846810234356
5.098320976285075,4.171385178156013,-1.965046929941612,-5.3380618076690745,-5.082471483005751,-5.810890428169331
-4.817292159434337,-1.028682584675738,1.970577672067408,2.1936853923943946,-1.4519647305937382,0.75711530218477
-4.820387962963802,4.981621359411848,1.8467184420423508,-0.5480812250145786,1.4525106423644296,4.186793756882802
-4.816496108376649,5.259338925767843,1.961152966916607,-4.084913032678408,4.830406004291799,-5.240528723956575
-4.819582962924678,-1.2948384014702634,1.8376825555194538,5.737415602770041,-4.8298545093337175,-2.6676398179825482
1.463602402103965,-1.2948382199927084,1.8376826352497226,-0.545769965349076,1.4533308540138388,3.3299454903992265
-1.1873977698436198,-2.1166312248424495,-1.9556209370014779,0.9405268426363094,1.2032415263194707,-0.09894032377945823
5.095787368511866,4.166553952023819,-1.9556208651687175,-5.342658395622945,-5.079943607894818,-0.3845403552057667
5.093066711914286,-1.845363379408874,-1.8335241812463754,3.6871186775950235,-1.202762934163224,2.467175687933912
5.095786754593076,4.166554115073847,-1.9556209715720896,-5.342658458272252,-5.079942994774523,-1.8125403484772478
5.093290372224922,4.161715973736273,-1.9461709769461202,0.9359130066491459,-5.077452443628647,4.756209439251238
1.4674725566306082,5.264177223601334,1.9517033356222835,-4.080303381441303,-1.453581241538887,5.040983257667734
5.093290628296253,4.161715784100746,-1.9461708610614894,-5.347271879013264,1.2057325924697904,-0.9557760266457846
5.090576685647242,-1.8520701572025606,-1.8244570393018313,3.6847407624564066,-1.205248155267906,2.4671481172681196
5.093290890166443,-2.1214694479357568,-1.9461708293602873,-5.347272112408763,-5.077453016222123,5.898609384575173
-1.1926074600572938,-1.8520703472980067,-1.8244593313929043,3.6847432208411477,-1.2052470700006928,-2.959237124235632
5.093291157782882,4.1617161737279655,-1.9461707875353256,-5.34727233693643,1.2057320598045056,-5.810961341662859
5.090576967074389,-1.8520698584404767,-1.824456648854117,3.684740056230193,-1.2052479377704068,-2.1024371495868945
1.4682468456859625,5.269027144091652,1.942225531211305,-4.075677183075301,4.828811062097282,-5.240645895838199
1.4682465645580471,-1.0141576554006098,1.9422257544767008,-4.075677913268365,-1.4543739585456112,5.89772473234421
1.468246247233146,-1.0141575802300722,1.942225719593476,-4.075677957293789,-1.4543736936829703,5.040924441399731
5.09082755208724,4.156867128899915,-1.9366931661516686,0.9312828412860896,-5.074995665564112,4.756173253285029
5.088119731263158,4.424417016462536,-1.8153508009931811,-2.6008699110259914,5.0754850408543275,-4.958465094186781
-1.1974910965153147,4.417724440139071,-1.80620932967113,3.6798495306841845,5.073064556092446,1.610292028534532
-1.1947875681395548,-2.1311780532519413,-1.927186500524175,0.9266345842461576,1.210613419508443,5.041736906759629
-1.1947867233534881,4.152007918162698,-1.9271874191687526,-5.356550478478703,1.2106125757618216,-0.6702483853699447
-1.1974887446196818,4.417725647427324,-1.8062042051143645,-2.603342019032731,5.073066963617035,-3.530493482416651
5.088397137791529,4.152009549717214,-1.9271891921370456,0.9266311187549753,1.2106112592867844,1.0433572021106645
5.086001275680982,4.147136990300815,-1.9176516110974255,-5.361216734628344,1.2130036590861295,-5.525470361156676
-4.813421215293151,5.278759806968789,1.9231856866415167,-4.066373317999009,4.827256034034714,-6.097562693898182
5.086000625607752,-2.136049070792712,-1.9176509697747095,0.921968702205946,1.2130043148504597,-0.09908509309432269
1.4697619760605865,-1.0044299271413926,1.9231898263811988,-4.06637302433282,-1.45592714508003,-0.3855773859720749
5.0860007957651305,4.147136397256307,-1.9176517315258985,-5.361216131583883,-5.070181254792488,5.612900621349322
1.4667174083806045,-1.268019982132722,1.8011657604628646,5.747110591936817,1.4565007959673155,-4.0958220391971265
-4.816468158152911,-1.2680200655052183,1.801165892218267,-0.5360747729860594,1.4565002376802823,1.901763381166477
-1.1971852859258791,4.147136189767712,-1.9176510672885632,0.9219689777864362,-5.070180380133319,-1.5270852727924582
-1.1716691945123205,-2.089913227485741,-2.012027867394429,0.9702233993050059,1.1875618586879215,1.0436777386995608
1.4617607957700274,-1.0505648298044472,2.017554617923841,-4.114586597637343,-1.4477223858502934,0.757417082642585
5.108758717818435,-1.806199746932437,-1.888364541171533,-2.5802801460757525,5.096069331088199,3.3241404939648933
5.108758106988541,4.476982789568227,-1.8883636024814134,-2.5802783019514988,-1.187116589893987,-3.2446448207092584
5.111515926445286,-2.0899138306644915,-2.0120279626786686,-5.3129611934586505,1.187561993430534,-0.38432229897193587
-1.1716695168879119,4.193271437521042,-2.0120280025336528,0.9702241719923574,1.1875621862955519,5.6132630534601065
1.4617602606474789,5.2326209565092,2.0175548064983615,-4.114587260479677,-1.447721845294672,5.327002395205043
5.111515282418231,4.193271651555801,-2.0120280782584117,-5.312961278183505,1.187562692910051,4.4708630585131335
5.108802295144537,-2.094678562817256,-2.0027340130583626,0.9656923435614008,1.1902706931746383,-1.5267553563491396
1.4594762450795977,-1.3272835053625238,1.8836891246325398,-0.5593270072818408,1.449118591740254,1.902176096901124
1.4594758299620851,-1.3272839722239995,1.8836897134004411,-0.5593274004832367,1.449116735598974,-4.095409413342648
-4.823708760096997,-1.3272834751717058,1.8836890835545972,5.723858308685334,-4.834066413446616,2.4733760957358033
1.46261294420293,-1.0457984343767854,2.008261196701751,-4.11006133237086,-1.4485924177968041,-0.3850422352975272
5.108803047907171,-2.094678544234753,-2.0027339464957103,-5.317492723274319,1.190269800476296,-0.0987558123748638
-1.177131699904932,-1.8129574904701022,-1.8795257210586997,-2.582380973312714,5.0933678911142515,-2.9590698125126353
1.4594767901250885,-1.3272837743147323,1.8836889519448832,-0.5593265697228358,1.4491191408165307,-2.6674092134938423
5.1060524726503616,4.470220152257894,-1.87951863813279,3.7008048497132635,-1.1898185301234074,3.8953157332691517
1.4626131248959744,-1.045799003821918,2.0082610625190855,2.1731246766486247,4.834592702787856,1.042957761445401
5.103384436931543,-1.819715712049022,-1.870638536979821,3.6986558802250245,5.0907026047775785,4.180890494097048
-1.1798006464890562,4.463469569401402,-1.8706386733979157,-2.584529252639561,5.090702833178794,3.8952904597516587
-4.819731904872611,-1.0410239287927179,1.9989430381264572,-4.105519428139937,4.833734424212486,-5.811486759770822
-1.1798006496860052,-1.819715110081027,-1.8706395077766458,3.6986562471067903,-1.1924824875136915,-2.9590948138003013
-4.819733791484785,-1.0410361545540767,1.9989525206220922,-4.1055166795546825,-1.4494489624049969,-0.38510148772861297
-4.819732035337913,5.242161734349811,1.9989430826759043,-4.105519825742525,-1.4494507488673485,-0.6707014498073732
-4.822857492758129,-1.3205226346789558,1.8748067391937508,-0.5572061126236092,-4.833202566488416,2.187730102829414
1.4634510358737693,-1.0410235132437435,1.9989478391637991,-4.105524622281751,4.833736813141296,5.041283872453823
5.106127281684925,4.183732852175364,-1.9934151076002968,0.961145555145646,1.192940324884464,4.756395559544502
-4.819732684688598,5.2421615857985575,1.998943070334339,2.177665647099379,-1.449450101035675,-1.8131014462399757
1.4611670109402373,-1.3137737523560602,1.865887179606969,-0.5550366814995392,-4.83235110549516,-4.666700251723114
1.4642815804332614,-1.0362393900764948,1.9895994142372266,-4.1009622251334115,4.832888150401129,-1.2419604036634209
-4.822017985968705,4.969411653622032,1.8658871446284333,5.728148668321767,-4.832350570971415,2.1876850186833416
-1.1824318971100318,4.456730278277941,-1.8617214705279002,3.696459103734542,-1.1951096941222838,2.75286476244377
-1.182431817053416,-1.8264549776109356,-1.8617214422661101,-2.5867261314315275,5.088075516210557,-3.244720823642221
1.461167744715745,4.969411464450012,1.865887001184245,-0.5550364026278234,-4.832350387203323,3.615685060074496
1.4611726302584904,4.969415346355943,1.8658959386703888,-0.5550492445123725,1.450839770321517,-2.381900250575525
-1.1824317290613797,4.456730620477565,-1.8617210556679153,3.696458298169689,5.088075634256436,4.180864530500401
5.098158977196258,4.450002862001604,-1.852766212831235,-2.588973090621218,5.0854851039671605,-2.1023461253721805
1.4619957150990295,-1.3070353084163302,1.856932512125385,5.730363886177405,-4.831510082757324,2.758839611918414
1.465098973077884,-1.0314466241227995,1.9802305208789883,-4.0963876614451795,4.832052497431634,-0.9564195803885954
-1.1850272446630603,4.450002591020067,-1.8527671769688177,3.6942139819753192,-1.1977007394930852,-4.387146972853108
5.09815831009417,4.450002629760848,-1.8527668172735334,3.6942134563306985,-1.1977005749017153,1.6104385523942117
1.4619947684444263,4.976149131308378,1.8569300385162044,-0.5528178798508383,1.4516747109219303,1.3308393734933583
-4.8172802951439735,5.256543361842409,1.970834049032343,2.191387737120072,4.83122809643124,-1.5276784882870083
1.4659048749888,-1.026641797863239,1.9708338972259596,-4.091797566950609,-1.4519570737053855,-1.2420784880566322
-1.1848627108483714,-2.1138315393414007,-1.9653039095197042,0.9474078347523444,-5.08245672647539,5.327491377086879
5.098323516922943,-2.1138307877403304,-1.9653052163912652,-5.335777088635641,1.2007276240716036,5.613091857770061
-4.820373372670151,-1.3003087837681393,1.847934788886581,-0.5505510645480804,-4.830680482605846,2.758793966799232
-1.184862351141154,-2.113831116704406,-1.9653038029509469,0.9474072752205928,-5.082457091477434,-5.5252791498036515
-1.1875904030812356,4.443283233699768,-1.8437823332565924,3.6919300615871666,-1.200259620327456,4.1808119537077335
5.095791639278737,4.164541171813295,-1.9558807086244672,0.9427955233622647,-5.079931485529404,0.7578707302801584
1.4666987314155053,-1.0218252239684715,1.9614178804173508,-4.087199814993625,-1.452769380498815,-6.097322571810184
-4.816484911918853,5.2613573604429185,1.9614111930622782,-4.0871902541580365,4.830414291487007,-0.3853373903284281
-1.1901098744605179,4.436577287613205,-1.8347428234404155,-2.5936066495938075,-1.202774476233796,2.4671847393799378
5.095791696916413,4.164540806072967,-1.9558803829649867,-5.340389730818101,-5.079931563390922,5.041856022312867
-1.1901103548765921,-1.846607844309977,-1.8347428874021847,3.689578809190388,-1.2027748598711132,1.324784223742765
-4.8157009848599035,5.2661818992529605,1.9519610787991375,2.200618802587309,4.829611704561497,-1.242196020412506
-1.1898895337491486,4.159716921900914,-1.9464299862440928,0.9381675757928483,1.2057426524948738,5.327419622822717
-4.8157005234249874,5.266181926006246,1.951960942187921,-4.082566398965944,4.8296112423787125,5.897789283360277
1.464411888891899,4.996302449361527,1.8298285362559163,5.737312828324852,-4.829053978587064,3.0443028419691958
1.464412018788393,-1.2868834910819702,1.8298288679371693,-0.545872177387507,-4.829053847687249,3.3299028384501446
-1.1925996406714015,4.429878500858348,-1.8256724189624485,-2.595995787739731,-1.2052594818588702,3.6095571300615634
-4.815700713505852,5.266181096338152,1.9519614525888782,2.200619227227492,-1.4535738781174363,-5.526181320321855
-1.1925996731923245,4.429878656637821,-1.8256722966291683,3.687189236684807,-1.2052595201076097,-2.1024281695941407
1.4652001542187705,-1.2801807636761797,1.8207236583920678,-0.543470551178986,-4.8282521572688175,-2.382128050882915
-1.1950562279924637,-1.8599971400273696,-1.8165634588799415,3.684753703024562,5.075474160302601,3.6095291166616996
-1.1950564447249328,4.423187752484443,-1.8165634986089683,-2.598431153839264,5.075473940895857,-3.530456185860565
-1.1950574739530093,-1.859998352143879,-1.8165654880021365,-2.598428586366101,-1.2077122533868994,-3.816055935745851
-1.192345326900399,-2.1282960908148825,-1.93696357745719,0.9335263585914141,1.2081936371983442,5.327386505727496
1.4682562206392493,5.271018048318856,1.9424889944866208,2.2052531524566086,4.828821118182724,-1.2422546945166633
-1.192351939189054,4.154882964314084,-1.936951682198538,0.933530630605353,-5.074986833334772,-1.5270066905422153
-4.814936122919507,-1.0121753147176438,1.9424986838050113,-4.077933698377726,-1.4543571795114603,-1.8134541603900067
1.465968025924154,-1.273492005027794,1.8115670491204947,5.742181737585167,-4.827471445267075,-4.6669731308086675
5.0857044911611915,4.416504202085937,-1.8074151057799086,3.68227245510936,-1.2101306312642244,1.895900681791781
-1.1974803765774942,-1.866680884033611,-1.8074143821450106,-2.6009137900898947,-1.210130188624552,-3.816084633225957
-1.1947825201653823,4.1500366908776245,-1.927442920501188,-5.354327319397301,1.2106253233048117,-0.38463798637128344
1.469021824583276,5.2758634199071786,1.9329778462043168,2.209916690442397,-1.4551486349758298,-0.09990890891808253
5.088403022433076,-2.1331484006446217,-1.9274428869320321,-5.354327742356982,1.2106246280515038,-6.096622807772892
5.085705234836328,4.416504664971314,-1.8074139964763247,-2.600914412269599,5.07305542797779,3.8951006701200774
1.4667347853844253,-1.2668097039856048,1.8023773135772363,5.744688520821951,1.4564956141943792,-2.3822193394303204
1.466732248352129,5.016380264046943,1.8023733493163268,-0.5384972050036233,1.4564931976873718,-2.6678187270149136
5.086008524477425,4.145181673806299,-1.9179104198913413,-5.35900637393389,-5.070172441380893,-6.096659736411438
-4.81340940338182,-1.002463715323604,1.9234410897600422,2.2145941424274325,-1.4559217376961806,-0.09997161264351126
-4.816453447044111,5.016380005894644,1.8023737295002715,-0.5384977296543934,1.4564927028590633,-4.095819207998991
5.0833153197907395,4.409844133364841,-1.7982388785906926,-2.603445576289865,-1.2125145456047033,-4.387313415085133
-1.1971805441979428,-2.138005770523407,-1.917906742578372,0.9241773959311607,1.213016622517023,-1.5270743962098376
5.0860046908343355,-2.13799348338454,-1.9179145097341601,-5.359012416658263,-5.070168578700383,-1.812674438625712
-1.1744177657254018,4.475686097675133,-1.8895953744905023,3.7054318756993574,-1.187127516034095,-2.1022353332072394
1.4617734779111173,5.234733711805346,2.01781425905448,-4.116960289650706,-1.4477155538503172,-5.525761585796808
-1.1744178247202586,4.475685566529606,-1.8895952217516812,3.7054322680727334,-1.1871275802572643,3.6097499377026057
-1.1716647769337987,4.191163891027136,-2.0122876636103513,-5.3105983373590115,1.1875737367155472,-0.38431053909207885
1.4586284705820427,4.950426808886503,1.893769041673782,-0.5639314111912717,-4.8349492029851096,1.6166247948282308
-1.1743781346962545,4.1864147345390395,-2.002992552813191,0.9680388701435524,-5.0929033267675345,5.042041116390382
-4.8205644048942675,5.239481721057769,2.008524529587446,2.1707650216808387,4.834604437293417,5.326949641066614
-4.820560275297065,5.239484524412204,2.0085205345450903,-4.112419118166687,4.834600299499741,5.898149627414263
1.4594929763068645,4.957193874778264,1.8849181005497524,-0.5618484937028718,-4.834072554434812,3.330179248419531
-4.820559500510414,-1.0437013704843527,2.008519492065318,-4.112417493508862,-1.4485857906725734,0.7573643103513693
-4.823692308447937,-1.325991845126007,1.8849179645259446,-0.5618479448136311,-4.834072527589792,-2.0962060602491643
1.4603442036142225,4.963946442301837,1.8760322499731314,5.7234691595759974,-4.833208970378656,-2.3818516152035696
1.4634650275372159,-1.0389424853672413,1.9992016354577757,2.175325063037386,-1.4494430303102086,-5.811480291948705
-1.1797917456776408,4.46218754392831,-1.871864687703171,-2.5820246254056065,-1.192494051707285,3.3240996208610154
5.103393510371851,4.462187481027952,-1.8718647510681594,3.7011607184277784,-1.1924939634387577,3.0384998234245253
5.106132438267144,-2.1015289593624535,-1.9936724651424598,-5.319710156316435,-5.090233821511474,-0.38437825669070697
5.103393270843374,-1.820997890959784,-1.871864869710043,-2.582024407263247,-1.192494199903725,2.467299825570774
-4.822841570095696,4.963944847873879,1.8760340938110662,-0.5597163887636047,-4.833209444539851,2.1877336849178617
5.103393049073223,4.462189636190585,-1.8718666559600188,-2.5820248434285897,5.090690875294986,1.8960998178266282
-1.1797924374072084,4.462187509846027,-1.8718649003230643,3.701160830090642,5.090690702143668,-4.672685478908148
5.106131854612938,-2.101528778209329,-1.9936725398211594,-5.319710268955277,1.1929520684061146,-1.8123782494402025
5.100761140482774,-1.8277293194356121,-1.8629455001381299,3.6989531781480114,5.088062963441612,1.3248742522064272
-1.182423183826616,-1.8277288733350054,-1.8629441441959425,3.698952176087666,-1.1951212901789632,2.1816740244465365
-1.1796908339110899,-2.106296915393221,-1.984327001500292,0.9588957243487323,-5.087601201551393,5.613172618685674
-1.1796880721107625,4.176890414512793,-1.984331352760771,0.9588980516920677,-5.087603961566268,-0.3844127491247883
1.4611835658920334,-1.3124978390134487,1.8671093612925607,5.725650110276863,1.450828265928539,-2.6674971828928165
-1.179689894342033,4.176888134122572,-1.9843287270342362,-5.324287630161831,-5.087602006952592,-5.23959782794314
-1.1850173514978646,-1.8344484843217512,-1.8539862626210133,-2.5864899841179825,-1.197711214292334,4.18084773909847
-1.1850173598054365,-1.8344483880014397,-1.8539857329286669,-2.5864906093284272,-1.1977112212288723,-2.387937569938489
5.100892470959301,4.172111086618263,-1.9749563228677502,0.9543006687378968,1.1981805447036586,0.47235225019603255
1.4620115260883157,-1.3057683894645662,1.858149412184706,-0.5553056986226333,1.4516689657252209,-2.9531419320362855
-4.821173847479591,-1.3057757663837437,1.8581569568128815,-0.5553057589828638,-4.831516384779913,2.4732425043047757
-4.818074106958657,5.2537911932445205,1.9804850488161105,2.1844898580733627,-1.4511256019592702,5.041172017136129
-4.8211749577572665,-1.305768052553643,1.8581491825466918,-0.5553053818240673,-4.831517169531655,-4.952343207463854
-4.820358669551758,-1.2990487510647049,1.8491508718514633,-0.553027575063032,1.4524971100957433,1.3307969554660644
-1.184858270874025,4.167322672361948,-1.9655581975611998,0.9496891026262877,1.2007404946836626,4.756302670477673
-1.184858262670074,4.1673228991557,-1.9655585156951398,-5.333496104135499,1.2007404912874304,5.041902646857698
-4.817267866726888,-1.0246052286443121,1.971087995162756,-4.094088971424066,-1.4519502210388053,-0.6708722899294087
-1.1848578140918256,4.1673225603367765,-1.9655580056203197,0.9496890358006429,1.2007400402453559,-0.38448266544220305
-1.1875758431494194,4.44202802578845,-1.844991005602462,-2.5887946637241455,-1.200265291078685,-2.959164305567029
-1.1848575931273089,4.167322954012106,-1.965557997451256,-5.333497047455987,1.2007398103400617,-5.810867777816647
-1.184857594966031,4.167322994506732,-1.9655579052841612,0.9496885044937939,-5.082445489850064,0.7579173293560818
1.465915246064999,-1.0246082392433127,1.9710918365793808,2.1890955456614307,4.831237289791876,1.0427275678639634
-4.819552626482616,4.9908458363191075,1.8401138489405207,-0.5507007077264884,-4.829868942820066,-2.0964339552158857
-4.819552588189417,4.990845920866203,1.8401139183094177,-0.5507008619937231,-4.829868905961771,3.901151352061571
